cpu_usage,memory_usage,network_traffic,power_consumption,num_executed_instructions,execution_time,energy_efficiency,hour,day_of_week,cpu_memory_ratio,network_cpu_ratio,power_cpu_ratio,instruction_rate,cpu_instruction_ratio,network_instruction_ratio,task_type_io,task_type_network,task_type_unknown,task_priority_low,task_priority_medium,task_priority_unknown,task_status_running,task_status_unknown,task_status_waiting,anomaly_status,vm_id,timestamp
10.770542640739103,51.16405611660037,412.4027165,485.0827883,1382.0,42.15545857,0.5438879343552956,14,2,0.2662223403062452,26.98155823492862,31.736671407880994,32.02375888923383,0.010328716203904556,0.29819429971077366,True,False,False,False,False,False,True,False,False,0,46b5e356-884e-4cca-aff6-2aa72a93b1a1,2023-01-11 13:45:00
9.310360012362136,53.00668338611311,412.4027165,485.0827883,1382.0,42.15545857,0.44056060420644044,14,2,0.2662223403062452,26.98155823492862,31.736671407880994,32.02375888923383,0.010328716203904556,0.29819429971077366,True,False,False,False,False,False,True,False,False,0,46b5e356-884e-4cca-aff6-2aa72a93b1a1,2023-01-11 13:50:00
13.21197769585939,55.419145021149305,412.4027165,485.0827883,1382.0,42.15545857,0.19100933306550005,14,2,0.2662223403062452,26.98155823492862,31.736671407880994,32.02375888923383,0.010328716203904556,0.29819429971077366,True,False,False,False,False,False,True,False,False,0,46b5e356-884e-4cca-aff6-2aa72a93b1a1,2023-01-11 13:55:00
13.176455255136796,56.49178917701467,412.4027165,485.0827883,1382.0,42.15545857,0.0,14,2,0.2662223403062452,26.98155823492862,31.736671407880994,32.02375888923383,0.010328716203904556,0.29819429971077366,True,False,False,False,False,False,True,False,False,0,46b5e356-884e-4cca-aff6-2aa72a93b1a1,2023-01-11 13:59:00
14.28461451,52.6567085,412.4027165,485.0827883,1382.0,42.15545857,0.054855533,14,2,0.2662223403062452,26.98155823492862,31.736671407880994,32.02375888923383,0.010328716203904556,0.29819429971077366,True,False,False,False,False,False,True,False,False,0,46b5e356-884e-4cca-aff6-2aa72a93b1a1,2023-01-11 14:00:00
18.587243247720505,52.731145767768744,270.6375451,3.352388087,8430.0,18.03492142,0.5853381943378629,8,2,1.0143675010889055,4.6970372857053295,0.05818221501741431,442.87022856540904,0.006715547058474677,0.03210029001304709,False,False,False,True,False,False,False,False,True,0,37b37a9d-0299-4ece-9498-ae14415cbab2,2023-01-25 08:25:00
31.252538257565966,48.82750110532585,270.6375451,3.352388087,8430.0,18.03492142,0.4603312623568188,8,2,1.0143675010889055,4.6970372857053295,0.05818221501741431,442.87022856540904,0.006715547058474677,0.03210029001304709,False,False,False,True,False,False,False,False,True,0,37b37a9d-0299-4ece-9498-ae14415cbab2,2023-01-25 08:30:00
51.512028421613785,48.722205376704416,270.6375451,3.352388087,8430.0,18.03492142,0.27782985714718295,8,2,1.0143675010889055,4.6970372857053295,0.05818221501741431,442.87022856540904,0.006715547058474677,0.03210029001304709,False,False,False,True,False,False,False,False,True,0,37b37a9d-0299-4ece-9498-ae14415cbab2,2023-01-25 08:35:00
73.29394597376859,46.890043788111,270.6375451,3.352388087,8430.0,18.03492142,0.08544663461622694,8,2,1.0143675010889055,4.6970372857053295,0.05818221501741431,442.87022856540904,0.006715547058474677,0.03210029001304709,False,False,False,True,False,False,False,False,True,0,37b37a9d-0299-4ece-9498-ae14415cbab2,2023-01-25 08:39:00
56.61877725,54.8168289,270.6375451,3.352388087,8430.0,18.03492142,0.218612955,8,2,1.0143675010889055,4.6970372857053295,0.05818221501741431,442.87022856540904,0.006715547058474677,0.03210029001304709,False,False,False,True,False,False,False,False,True,0,37b37a9d-0299-4ece-9498-ae14415cbab2,2023-01-25 08:40:00
7.479075317022815,50.83494904838032,809.3635824,41.07729366,5582.0,24.31506972,0.5371571111150238,21,6,0.2345011188277799,67.97738040673748,3.4500277476347767,220.50107156489395,0.001953495642127888,0.14496929650725418,False,True,False,False,True,False,False,False,False,0,e734558c-51c3-4a37-a801-3ab04e4daf29,2023-01-01 21:00:00
9.41561319331534,48.644862248615695,809.3635824,41.07729366,5582.0,24.31506972,0.4661125780773169,21,6,0.2345011188277799,67.97738040673748,3.4500277476347767,220.50107156489395,0.001953495642127888,0.14496929650725418,False,True,False,False,True,False,False,False,False,0,e734558c-51c3-4a37-a801-3ab04e4daf29,2023-01-01 21:05:00
8.461749445802218,53.51796482138114,809.3635824,41.07729366,5582.0,24.31506972,0.31458299383861055,21,6,0.2345011188277799,67.97738040673748,3.4500277476347767,220.50107156489395,0.001953495642127888,0.14496929650725418,False,True,False,False,True,False,False,False,False,0,e734558c-51c3-4a37-a801-3ab04e4daf29,2023-01-01 21:10:00
8.350406361311183,54.314733824199415,809.3635824,41.07729366,5582.0,24.31506972,0.12210613545793521,21,6,0.2345011188277799,67.97738040673748,3.4500277476347767,220.50107156489395,0.001953495642127888,0.14496929650725418,False,True,False,False,True,False,False,False,False,0,e734558c-51c3-4a37-a801-3ab04e4daf29,2023-01-01 21:14:00
